Designation,Abstract,Season
Regulatory,"OSHA currently regulates aspects of emergency response and preparedness; some of these standards were promulgated decades ago, and none were designed as comprehensive emergency response standards.Â  Consequently, they do not address the full range of hazards or concerns currently facing emergency responders, nor do they reflect major changes in performance specifications for protective clothing and equipment. The Agency acknowledged that current OSHA standards also do not reflect all the major developments in safety and health practices that have already been accepted by the emergency response community and incorporated into industry consensus standards. OSHA is considering updating these standards with information gathered through an RFI and public meetings.",Fall_2018
Regulatory,There is no OSHA standard for tree care operations; the agency currently applies a patchwork of standards to address the serious hazards in this industry. The tree care industry previously petitioned the agency for rulemaking and OSHA issued an ANPRM (September 2008). Tree care continues to be a high-hazard industry.,Fall_2018
Regulatory,"The Request for Information (RFI) (published on December 7, 2016) provides OSHA's history with the issue of workplace violence in healthcare and social assistance, including a discussion of the Guidelines that were initially published in 1996, a 2014 update to the Guidelines, the Agency's use of 5(a)(1) in enforcement cases in healthcare. The RFI solicited information primarily from health care employers, workers and other subject matter experts on impacts of violence, prevention strategies, and other information that will be useful to the Agency. OSHA was petitioned for a standard preventing workplace violence in healthcare by a broad coalition of labor unions, and in a separate petition by the National Nurses United. Â On January 10, 2017, OSHA granted the petitions.",Fall_2018
Regulatory,"Recent medical findings indicate that lower blood lead levels (BLLs) in adults can result in adverse health effects including hypertension, cognitive dysfunction, and effects on renal function. These and other health effects (adverse female reproductive outcomes) are being identified in individuals with BLLs under 40 Âµg/dL. The lead standards for general industry and construction are based on lead toxicity information that is over 35 years old. OSHA lead standards allow for the return of the employee to former job status at a BLL < 40 Âµg/dL. The U.S. Department of Health and Human Services, Council of State and Territorial Epidemiologists (CSTE), and Californiaâ€™s Medical Management recommends that BLLs among all adults be reduced to <10 Âµg/dL.",Fall_2018
Deregulatory,"Occupational Safety and Health Administration (OSHA) is proposing corrections and amendments to the final standard for cranes and derricks published in August 2010. The standard has a large number of provisions designed to improve crane safety and reduce worker injury and fatality. The proposed amendments: correct references to power line voltage for direct current (DC) voltages as well as alternating current (AC) voltages; broadens the exclusion for forklifts carrying loads under the forks from ""winch or hook"" to with a ""winch and boom""; clarifies an exclusion for work activities by articulating cranes; provides four definitions inadvertently omitted in the final standard; replaces ""minimum approach distance"" with ""minimum clearance distance"" throughout to remove ambiguity; clarifies the use of demarcated boundaries for work near power lines; corrects an error permitting body belts to be used as a personal fall arrest system rather than a personal fall restraint system; replaces the verb ""must"" with ""may"" used in error in several provisions; corrects an error in a caption on standard hand signals; and resolves an issue of ""NRTL-approved"" safety equipment (e.g., proximity alarms and insulating devices) that is required by the final standard, but is not yet available.",Fall_2018
Regulatory,"OSHA and other U.S. agencies have been involved in a long-term project to negotiate a globally harmonized approach to classifying chemical hazards, and providing labels and safety data sheets for hazardous chemicals. The result is the Globally Harmonized System of Classification and Labeling of Chemicals (GHS). The GHS was adopted by the United Nations, with an international goal of as many countries as possible adopting it by 2008.Â  OSHA incorporated the GHS into the Hazard Communication Standard (HCS) in March 2012 to specify requirements for hazard classification and to standardize label components and information on safety data sheets, which will improve employee protection and facilitate international trade.Â  However, the GHS is a living document and has been updated several times since OSHAâ€™s rulemaking. OSHA's rulemaking was based on the third edition of the GHS and the UN recently completed the seventh. OSHA is conducting rulemaking to harmonize the HCS to the latest edition of the GHS and to codify a number of enforcement policies that have been issued since the 2012 standard.",Fall_2018
Deregulatory,"After the final rule for Cranes and Derricks in Construction was published on August 9, 2010, the Association of American Railroads (AAR) filed a petition for review on October 7, 2010, challenging certain exemptions affecting railroad roadway work. OSHA and AAR reached a September 9, 2014, settlement agreement filed with the court. The settlement agreement requires OSHA to propose a rule to expand exemptions affecting railroad roadway work by providing an additional exemption from the crane standard for a particular class of track maintenance hoisting equipment and partial exemptions from, or alternate work practices in lieu of particular requirements of the cranes standard. This proposed rule will address compliance concerns raised by the railroad industry.",Fall_2018
Deregulatory,"On January 9, 2017, OSHA published its final rule Occupational Exposure to Beryllium and Beryllium Compounds in the Federal Register (82 FR 2470). OSHA concluded that employees exposed to beryllium and beryllium compounds at the preceding permissible exposure limits (PELs) were at significant risk of material impairment of health, specifically chronic beryllium disease and lung cancer. OSHA also concluded that the new 8-hour time-weighted average (TWA) PEL of 0.2 Âµg/m3 reduced this significant risk to the maximum extent feasible.",Fall_2018
Deregulatory,"OSHA's Standards Improvement Projects (SIPs) are intended to remove or revise duplicative, unnecessary, and inconsistent safety and health standards. The Agency has published three earlier final standards to remove unnecessary provisions (63 FR 33450, 70 FR 1111 and 76 FR 33590), thus reducing costs or paperwork burden on affected employers. This latest project identified revisions to existing standards in OSHAâ€™s recordkeeping, general industry, maritime, and construction standards, with most of the revisions to its construction standards. OSHA also proposed to remove from its standards the requirements that employers include an employee's social security number (SSN) on exposure monitoring, medical surveillance, and other records in order to protect employee privacy and prevent identity fraud.",Fall_2018
Deregulatory,"In January 1998, OSHA published the final Respiratory Protection Standard (29 CFR 1910.134). In the final revised respirator standard, OSHA established a mechanism to accept new fit test protocols under Mandatory Appendix A. Any person may submit to OSHA an application for approval of a new fit test protocol, and if the application meets certain criteria, OSHA will initiate a rulemaking proceeding under 6(b)(7) of the OSH Act to determine whether to list the new protocol as an approved fit test protocol in appendix A. OSHA has received a submission to consider three new quantitative fit test protocols that reduce the time required to complete the fit test while maintaining acceptable test sensitivity, specificity, and predictive value. This rulemaking action evaluates the efficacy of the submitted fit test protocols and, if appropriate, will adopt them in appendix A of the standard.",Fall_2018
Deregulatory,"The rulemaking will identify criteria for employers to follow to ensure their crane operators are completely qualified to operate cranes safely on construction work sites. In the 2010 final cranes standard, the Agency established crane operator certifications as the sole criterion for operator safety. Certification is virtually always provided by third-party testing entities. Following publication of the final crane standard, stakeholders informed the Agency that certification did not by itself establish a safe enough level of experience and competence--employers must be responsible to ensure that crane operators are qualified. The Agency responded by publishing a final rule postponing the deadline for operator certification and extending the employer duty to permit the Agency to conduct rulemaking, if necessary, on operatory qualification. This rulemaking will also clarify issues surrounding operatory certification, including the ""type and capacity"" requirement from the 2010 final construction cranes standard. Establishing clear benchmarks for employers to follow to ensure crane operator competence is essential for construction work site safety. On August 30, 2017, OSHA proposed an extension of the effective date for one year to allow adequate time for the proposed rule to be published and finalized.Â  On November 9, 2017, OSHAÂ publishedÂ the final rule for this extension. Employers will continue to benefit from the protections of the current requirements during the delay.Â  On May 20, 2018, OSHA proposed revisions of the 2010 final crane standard that address concerns of the construction industry about crane operator qualifications.Â  The public comment period for the proposed rule was extended to July 5, 2018.",Fall_2018
Deregulatory,"OSHA published a proposed rule on July 30, 2018, to remove provisions to the Improve Tracking of Workplace Injuries and Illnesses final rule, 81 FR 29624 (May 12, 2016). OSHA proposed to amend its recordkeeping regulation to remove the requirement to electronically submit to OSHA information from the OSHA Form 300 (Log of Work-Related Injuries and Illnesses) and OSHA Form 301 (Injury and Illness Incident Report) for establishments with 250 or more employees which are required to routinely keep injury and illness records. Under the proposed rule, these establishments would be required to electronically submit only information from the OSHA Form 300A (Summary of Work-Related Injuries and Illnesses). OSHA also proposed to add the Employer Identification Number (EIN) to the data collection to increase the likelihood that the Bureau of Labor Statistics (BLS) would be able to match OSHA-collected data to BLS Survey of Occupational Injury and Illness (SOII) data and potentially reduce the burden on employers who are required to report injury and illness data both to OSHA (for the electronic recordkeeping requirement) and to BLS (for SOII). OSHA is reviewing comments and will publish a final rule in June 2019.",Fall_2018
Deregulatory,"On January 9, 2017, OSHA published its final rule Occupational Exposure to Beryllium and Beryllium Compounds in the Federal Register (82 FR 2470). OSHA concluded that employees exposed to beryllium and beryllium compounds at the preceding permissible exposure limits (PELs) were at significant risk of material impairment of health, specifically chronic beryllium disease and lung cancer. OSHA also concluded that the new 8-hour time-weighted average (TWA) PEL of Âµg/m3 reduced this significant risk to the maximum extent feasible.Â  After a review of the comments received and a review of the applicability of existing OSHA standards, OSHA proposed to revoke ancillary provisions applicable to the construction and shipyard sectors on June 28, 2018 (82 FR 29182), but to retain the new lower PEL of 0.2 Âµg/m3 and the STEL of 2.0 Âµg/m3 for those sectors.Â  OSHA has evidence that beryllium exposure in these sectors is limited to the following operations: Abrasive blasting in construction, abrasive blasting in shipyards, and welding in shipyards.Â  OSHA has a number of standards already specifically applicable to these operations, including ventilation (29 CFR 1926.57) and mechanical paint removers (29 CFR 1915.34).Â  Because OSHA determined that there is significant risk of material impairment of health at the new lower PEL of 0.2 Âµg/m3, the Agency continues to believe that it is necessary to protect workers exposed at this level.Â  However, OSHA is now reconsidering the need for ancillary provisions in the construction and shipyards sectors, and is currently reviewing comments received in response to the proposal to finalize the rulemaking.",Fall_2018
Regulatory,"Epidemiological studies have found that diesel exhaust presents health risks to workers. These possible health effects range from headaches and nausea to respiratory disease and cancer. MSHA's existing regulations address the health hazards to underground metal and nonmetal miners (66 FR 5706) and coal miners (66 FR 5526) from exposure to diesel particulate matter (DPM). DPM is a component of diesel exhaust. MSHA also has limits for minersâ€™ occupational exposure to selected components of the gaseous fraction of diesel exhaust. In June 2012, the International Agency for Research on Cancer classified diesel exhaust as a known human carcinogen. The National Institute for Occupational Safety and Health and the National Cancer Institute also have stated that diesel exhaust exposure has important public health implications, including increasing the risk of death from lung cancer. Because of the carcinogenic health risk to miners from exposure to diesel exhaust, MSHA is requesting information on approaches that would improve control of DPM and diesel exhaust.",Fall_2018
Deregulatory,"MSHA is requesting public comment on MSHAâ€™s existing standards and regulations that could be improved or made more effective or less burdensome by accommodating advances in technology, innovative techniques, or less costly methods, including any requirements that could be streamlined or reduced in frequency.",Fall_2018
Deregulatory,MSHA intends to issue a Request for Information (RFI) seeking stakeholders' input on existing regulations identified by the Agency that could be revised to include alternatives to safety standards which MSHA typically approves in Petitions for Modification submitted by mine operators. Incorporating alternatives into existing regulations would save costs incurred by mine operators who submit such Petitions.,Fall_2018
Deregulatory,"The Department intends to issue a Notice of Proposed Rulemaking (NPRM) to determine the appropriate salary level for exemption of executive, administrative and professional employees.Â  In developing the NPRM, the Department will be informed by the comments received in response to its Request for Information.",Fall_2018
Deregulatory,"In the FY 2018 Consolidated Appropriations Act, Congress amended multiple provisions of the Fair Labor Standards Act with respect to an employer's use of its employees tips and additionally provided that portions of the Department's 2011 rule regarding tips shall have no further force or effect until any future action taken by the Department.Â  In this Notice of Proposed Rulemaking, the Department will align its regulations with the recent statutory changes.",Fall_2018
Deregulatory,"In this Notice of Proposed Rulemaking (NPRM), the Department will consider whether it should amend Hazardous Occupations Order No. 7 (occupations involved in the operation of power-driven hoisting apparatus) to reflect current economic and work environments and allow for safe and meaningful employment opportunities for youth in healthcare.",Fall_2018
Deregulatory,"In this Notice of Proposed Rulemaking, the Department will propose to amend 29 CFR parts 548 and 778, to clarify, update, and define basic rate and regular rate requirements under sections 7(e) and 7(g)(3) of the Fair Labor Standards Act.",Fall_2018
Deregulatory,"In this Notice of Proposed Rulemaking, the Department will propose to clarify the contours of the joint employment relationship to assist the regulated community in complying with the Fair Labor Standards Act.",Fall_2018
Regulatory,"On November 18, 2015, the Department of Labor published a Notice of Proposed Rulemaking (NPRM) that contained suggested revisions to the regulations that govern how the Office of Workersâ€™ Compensation Programs (OWCP) administers the Energy Employees Occupational Illness Compensation Program Act of 2000, as amended (EEOICPA), 42 U.S.C. 7384 et seq.Â  In its NPRM, the Department proposed amending certain of the existing regulations to conform them to current administrative practice, to bring further clarity to the regulatory description of the existing claims adjudication process and to improve administration of the Act by putting in place controls to better manage the provision of medical supplies and services to beneficiaries.Â  The Department is in the process of analyzing the comments received and developing a final rule.",Fall_2018
Regulatory,The Department of Labor's Office of Labor-Management Standards proposes to return to its 2003 interpretation that intermediate bodies that are subordinate to a national or international labor organization that includes a labor organization are covered by the Labor-Management Reporting and Disclosure Act (LMRDA).,Fall_2018
Regulatory,"The Department of Labor's Office of Labor-Management Standards proposes to re-establish a Form T-1 to capture financial information pertinent to trusts in which a labor organization is ""interested"" (section 3(l) ""trusts""), information that historically has largely gone unreported.Â  The LMRDAâ€™s various reporting provisions are designed to empower labor organization members by providing them the means to maintain democratic control over their labor organizations and ensure a proper accounting of labor organization funds. The proposed rule helps bring the reporting requirements for labor organizations and section 3(l) trusts in line with contemporary expectations for the disclosure of financial information.",Fall_2018
Deregulatory,"This Notice of Proposed Rulemaking (NPRM) would revise 41 CFR part 60 implementing the nondiscrimination and affirmative action provisions of Executive Order 11246 (as amended), section 503 of the Rehabilitation Act (as amended), and the Vietnam Era Veteransâ€™ Readjustment Assistance Act of 1974 (as amended) concerning the obligations of TRICARE or certain other healthcare providers as federal contractors and subcontractors.Â  This proposed regulatory action would include limiting and otherwise altering the obligations of TRICARE and other healthcare providers covered by these authorities.",Fall_2018
Deregulatory,OFCCP plans to update its regulations to comply with current law regarding protections for religion-exercising organizations.,Fall_2018
Deregulatory,"The purpose of this action is to rescind the regulations implementing the nondiscrimination and equal opportunity provisions of the Job Training Partnership Act of 1982, as amended (JTPA), found at 29 CFR part 34.Â  Section 167 of the JTPA prohibited discrimination on the grounds of race, color, religion, sex, national origin, age, disability, political affiliation or belief, and for beneficiaries only, citizenship status or participation in a JTPA-funded program or activity.Â  JTPA was repealed by the Workforce Investment Act of 1998 (WIA).Â  WIA in turn was superseded by the bipartisan Workforce Innovation and Opportunity Act (WIOA) in 2014.Â  Section 188 of WIOA prohibits discrimination because of race, color, religion, sex, national origin, age, disability, political affiliation or belief, and for beneficiaries only, citizenship status or participation in a program or activity that receives financial assistance under title I of WIOA.Â  The Department issued the regulations implementing WIOA section 188 at 29 CFR part 38 on December 2, 2016.Â The Notice of Proposed Rulemaking and the Direct Final Rule published in the Federal Register on September 26, 2018 (83 FR 48576 and 83 FR 48542) and adopts RIN: 1291-AA39 in the Unified Agenda.",Fall_2018
Regulatory,"The Department proposes to issue a Notice of Proposed Rulemaking to amend 2 CFR part 2998 to expressly add foreign labor certifications as covered nonprocurement transactions, and to make other conforming amendments, as appropriate.",Fall_2018
Deregulatory,"The Department of State proposes to amend 22 CFR 51.21 to provide for submission of the DS-82 passport renewal application online.Â  This rulemakingÂ is expected to cut the burden for the DS-82 application form in half, from 40 minutes to 20 minutes.Â  This rulemaking is a deregulatory action within the meaning of Executive Order 13771.",Fall_2018
Deregulatory,"The Department of State intends to remove 22 CFR 41.86, governing V nonimmigrant visas for certain spouses and children of Lawful Permanent Resident Aliens.Â  All potential applications for this visa program have been adjudicated and the regulation is obsolete.",Fall_2018
Deregulatory,"The Department of State intends to eliminate 22 CFR 42.23(a), which applies toÂ  certain women who lost their United States citizenship due to marriage before 1922.Â  The regulation is obsolete since it is unlikely that any living person would meet the regulatory criteria.",Fall_2018
Deregulatory,"The Department of State intends to eliminate obsolete regulations pertaining to the Irish Peace Process Cultural Exchange and Training Program.Â The Irish Peace Process Cultural and Training Program Act of 1998, Public Law 105-319, created what is commonly referred to as the Walsh Visa Program.Â  The program expired on September 30, 2008.Â The regulations at 22 CFR 41.57(b) and 22 CFR part 139 for administering the program became obsolete upon the expiration of the program.Â The Department also intends to remove the obsolete classification codes for Q2 and Q3 visas at 22 CFR 41.12 and 22 CFRÂ 41.101(f).",Fall_2018
Deregulatory,"This rule will revise Categories I, II, and III of the United States Munitions List to include those items that provide the United States with a critical military or intelligence advantage or otherwise warrant control at the highest level. Removed from Category I and III are commercially available firearms and ammunition, which in most cases are available for purchase at retail establishments across the United States and around the world. These firearms and ammunition, as well as other items removed from the United States Munitions List, will continue to be controlled for export under the Commerce Control List of the Bureau of Industry and Security at the Department of Commerce. Transition from control under the United States Munitions List to the Commerce Control List will result in a net reduction in regulatory burden for the affected manufacturing and export community. Under the International Traffic in Arms Regulations, U.S. manufacturers and exporters of defense articles on the United States Munitions List are required to register with the Department of State's Directorate of Defense Trade Controls and pay an annual registration fee. Under the Export Administration Regulations, there is no comparable registration requirement or fee for items on the Commerce Control List. Â Therefore, manufacturers and exporters of only items transitioned from the United States Munitions List to the Commerce Control List, such as most commercially available firearms and ammunition, will no longer be required to register or pay a fee as part of compliance with U.S. export controls.",Fall_2018
Deregulatory,"This rulemaking would amend carrier obligations with respect to excessive tarmac delays in DOT's regulations for certain situations to conform with changes made in the FAA Extension, Safety, and Security Act of 2016. This rulemaking would also change a requirement that carriers notify passengers onboard an aircraft every 30 minutes about the status of the delay. After further consideration, the Department has determined that this is a nonsignificant rulemaking, and will not appear in future rulemaking reports on significant rules.",Fall_2018
Deregulatory,"This rulemaking would increase flexibility for airlines and potentially provide more convenient access to funds for consumers by amending 14 CFR part 250 to allow airlines to use prepaid or stored value cards, or other equivalent electronic payment media, in lieu of check or cash payment to compensate passengers who are denied boarding involuntarily due to oversales. This rulemaking would also allow airlines to provide a mandatory printed notice regarding passengers' rights in an oversales situation by electronic means.",Fall_2018
Deregulatory,"This rulemaking would define the phrase ""unfair or deceptive practice"" found in the Department's aviation consumer protection statute. The Department's statute is modeled after a similar statute granting the Federal Trade Commission (FTC) the authority to regulate unfair or deceptive practices. Using the FTC's policy statements as a guide, the Department has found a practice to be unfair if it causes or is likely to cause substantial harm, the harm cannot reasonably be avoided, and the harm is not outweighed by any countervailing benefits to consumers or to competition. Likewise, the Department has found a practice to be deceptive if it misleads or is likely to mislead a consumer acting reasonably under the circumstances with respect to a material issue (one that is likely to affect the consumer's decision with regard to a product or service). This rulemaking would codify the Department's existing interpretation of ""unfair or deceptive practice"" and seek comment on whether any changes are needed. The rulemaking is not expected to impose monetary costs, and will benefit regulated entities by providing a clearer understanding of the Department's interpretation of the statute.",Fall_2018
Deregulatory,This rulemaking would increase the length of time airlines have to respond to civil rights complaints and eliminate the requirement to send acknowledgment to consumers of receipt of consumer complaint.,Fall_2018
Deregulatory,This rulemaking would remove redundant customer service commitments. This rulemaking would also eliminate the requirement for airlines to self-audit their adherence to their customer service plans annually. The rulemaking would eliminate the need for airlines to make the results of their annual audits available for DOT review for two years following the date any audit is completed.,Fall_2018
Deregulatory,"This rulemaking would address substantial challenges in complying with the new mishandled baggage reporting rule, which changes the reporting methodology.  The challenges relate to reporting mishandled baggage data in two situations: (1) where a bag belongs to a passenger who is traveling on an itinerary that contains multiple domestic flight segments operated by different carriers; and (2) where a bag is transported on a domestic segment of an international itinerary.  The Department seeks to fully examine these issues and ensure that the mishandled baggage requirements enable airlines to minimize burdens while effectively achieving its consumer protection objectives.",Fall_2018
Regulatory,This rule willÂ establish the applicable regulatory standard for waivers from the Buy America requirement on the basis that a product or item is not manufactured in the United States meeting the applicable Buy America requirement.Â  This standard will require the use of items and products with the maximum known amount of domestic content.Â  The rule will alsoÂ establish the required information the applicants must provide in applying for such waivers.,Fall_2018
Deregulatory,"This rulemaking would finalize a May 2004 interim final rule and respond to any comments received on that action. This is a joint rulemaking between DOT and the Transportation Security Administration. Upon closer review, the Department has decided the provisions of this rulemaking action are not significant.",Fall_2018
Regulatory,"This rulemaking would require a flightcrew member who is employed by an air carrier conducting operations under part 135, and who accepts an additional assignment for flying under part 91 from the air carrier or from any other air carrier conducting operations under part 121 or 135, to apply the period of the additional assignment toward any limitation applicable to the flightcrew member relating to duty periods or flight times under part 135.",Fall_2018
Regulatory,This rulemaking would standardize regulations and guidance for conducting airplane-level safety assessments of various critical systems installed on transport category airplanes.  Current differences happened over time as system safety rules and policies were developed independently. This rulemaking would adopt Aviation Rulemaking Advisory Committee recommendations and harmonize with the European Aviation Safety Agency CS-25.,Fall_2018
Regulatory,"This rulemaking would apply the flight, duty, and rest requirements for domestic, flag and supplemental operations to ferry flights that follow domestic, flag or supplemental all-cargo operations. A ferry flight that follows a domestic, flag or supplemental all-cargo operation would be subject to the same flight, duty, and rest rules as the all-cargo operation it follows. This rule is necessary as it would make part 121 flight, duty, and rest limits applicable to tail-end ferry flights that follow an all-cargo flight.",Fall_2018
Regulatory,"This rulemaking would implement a Pilot Records Database as required by Public Law 111-216 (Aug. 1, 2010). Section 203 amends the Pilot Records Improvement Act by requiring the FAA to create a pilot records database that contains various types of pilot records. These records would be provided by the FAA, air carriers, and other persons who employ pilots. The FAA must maintain these records until it receives notice that a pilot is deceased. Air carriers would use this database to perform a record check on a pilot prior to making a hiring decision.",Fall_2018
Regulatory,"This rulemaking would add specific requirements for proponents who wish to construct meteorological evaluation towers at a height of 50 feet above ground level (AGL) up to 200 feet AGL to file notice of construction with the FAA. This rule also requires sponsors of wind turbines to provide certain specific data when filing notice of construction with the FAA. This rulemaking is a statutory mandate under section 2110 of the FAA Extension, Safety, and Security Act of 2016 (Pub. L. 114-190).",Fall_2018
Deregulatory,This rulemaking would address the performance-based standards and means-of-compliance for operation of small unmanned aircraft systems (sUAS) over people not directly participating in the operation or not under a covered structure or inside a stationary vehicle that can provide reasonable protection from a falling small unmanned aircraft. This rule would provide relief from certain operational restrictions implemented in the Operation and Certification of Small Unmanned Aircraft Systems final rule (RIN 2120-AJ60).,Fall_2018
Deregulatory,"This rulemaking would allow helicopter air ambulance (HAA) operators to conduct instrument flight rules (IFR) departures and IFR approach procedures at airports and heliports that do not have an approved weather reporting source, in HAA aircraft without functioning severe weather detection equipment (airborne radar or lightning strike detection equipment), when there is no reasonable expectation of severe weather at the destination, the alternate, or along the route of flight.	This rulemaking would also update certain provisions to address the transition of seven area forecasts, currently used as flight planning and pilot weather briefing aids, to digital and graphical alternatives. Additionally, this rulemaking would update requirements regarding HAA departure procedures to include additional types of departure procedures that are currently acceptable for use.",Fall_2018
Deregulatory,"This rulemaking would update title references, update outdated statutory and regulatory references, update outdated addresses, and provide uniformity with other subparts. The intended effect of this action would be toÂ eliminate inconsistencies and clarify ambiguity.",Fall_2018
Deregulatory,"This rulemaking would revise the operation of experimental light sport aircraft. The current regulations prohibit the use of these aircraft for flight training for compensation or hire, which, if allowed, would increase safety. This action would remove the restriction that currently prevents flight training and allow for it under the existing FAA letter of deviation authority authorization process.",Fall_2018
Deregulatory,This rulemaking would revise regulations that impose a duplicative requirement on foreign applicants for type certificates of import products. Existing FAA regulations require all applicants to submit two documents: a compliance listing to document the means of compliance with applicable standards; and a corresponding compliance certification from the applicant certifying that all the requirements in the certification basis have been complied with. These compliance statements are duplicative and redundant to the certifying statement that the FAA already requires from the foreign civil aviation authority of the country or jurisdiction having State of Design responsibility for the design approval holder of the product. This rulemaking would no longer require either the compliance listing or the accompanying compliance certification from the foreign applicant.,Fall_2018
Deregulatory,"This action would allow non-structural walls (partitions) to collapse if they are immediately adjacent to a sudden hole in the fuselage skin of a size that would cause a rapid decompression. Compliance to the rule as written would require substantial structural strength for these small compartments, and could create unintended, unsafe consequences for the airframe structure, such as the floor beams, if these partitions were strengthened. Certification to the revised standard would allow partitions to collapse in a controlled manner and in a way that continues to protect the occupants from contact and injury to the extent practical.",Fall_2018
Deregulatory,This action would remove the requirement for a Class III medical certificate for a check airman who is not serving as a flightcrew member in Part 135 operations.,Fall_2018
Deregulatory,The FAA is proposing to revise its rules for airworthiness directives (AD) to expand who has the authority to approve an alternative method of compliance (AMOC). The current regulations limit this authority to the manager of the office identified in the AD. The proposed ruleÂ would reduce the number of AMOCs required to be approved by the FAA and would expedite certain AMOC approvals that do need FAA approval. The proposed rule would expand the authority to include any entity identified in the AD. The proposed rule would also remove a section that does not contain any requirements.,Fall_2018
Deregulatory,This action would align the pilot training tasks and authorized Flight Simulation Training Device (FSTD) levels used in air carrier training programs to the technical FSTD qualification standards that are defined in part 60. This action will also incorporate additional part 60 defined FSTD levels into the pilot training and proficiency checking requirements which will provide air carriers with additional options to utilize lower fidelity and less costly FSTDs where appropriate for specific training tasks.,Fall_2018
Deregulatory,"This action would revise regulations so that airplane type designs can include cabin pressurization and oxygen systems suitable for operations into and out of airports with elevations that exceed 8,000 feet. In addition, this action would eliminate the need for industry to submit a request for exemption to oxygen regulations (for airplanes used for operations into and out of airports with an elevation above 14,000 feet). This action would also harmonize Federal Aviation Administration (FAA) practices with those of the European Aviation Safety Agency (EASA).",Fall_2018
Deregulatory,"This action would fundamentally change how the FAA licenses launches and reentries in 14 CFR Chapter III by proposing a regulatory approach that relies on performance-based regulations rather than prescriptive regulations. This action would primarily consolidate and revise parts 415, 417, 431, and 435 into a single regulatory part that states safety objectives to be achieved for the launch of suborbital and orbital expendable and reusable launch vehicles, and the reentry of reentry vehicles, and will leave design or operational solutions up to the applicant. This action will be accompanied by a body of Advisory Circulars or standards that collectively provide at least one acceptable means of compliance for all performance-based regulations in the new part. This action would also enable flexible timeframes, remove unnecessary ground safety regulations, redefine when launch begins to allow specified pre-flight operations prior to license approval, and allow applicants to seek a license to launch from multiple sites. This proposal would significantly streamline and simplify licensing of launch and reentry operations, enable novel operations, and result in net cost savings.",Fall_2018
Deregulatory,"This action would codify current statutory requirements mandated by the U.S. Commercial Space Launch Competitiveness Act of 2015 (CSLCA), and provide greater clarity to affected industry and the public. Specifically, this rulemaking would update definitions relating to commercial space launch and reentry vehicles and occupants, as well as implement clarifications to financial responsibility requirements. In addition, CSLCA would enable commercial space applicants to retain experimental permits despite issuance of a license.This rulemaking would update FAA regulations to be consistent with current statutory requirements under CSLCA. In doing so, this rulemaking would provide increased clarity for industry and other stakeholders, such as applicants seeking licenses for space flight operations involving government astronauts, currently required to adhere to the statute, resulting in a possible cost savings that will be clarified as the rule develops.",Fall_2018
Deregulatory,"This action would revise the rules for aircraft maintenance, primarily in the area of aircraft inspections for smaller and corporate-sized aircraft. Currently, single-engine turbine-powered aircraft cannot take advantage of inspection programs devised by the aircraft manufacturer. Adding this option to the FAA regulatory structure will increase options for aircraft owners and operators and reduce cost.",Fall_2018
Deregulatory,"This action would to enable air carrier operations in aircraft other than airplanes and helicopters (e.g., powered-lift aircraft andÂ lighter-than-air) by broadening certain definitions in part 110 and the appropriate sections of Part 119 that define management personnel and direct certain air carrier operations to their appropriate operational rule part for compliance.",Fall_2018
Deregulatory,"This action would remove the expiration date on flight instructor certificates.  In addition, it would remove the requirement for a flight instructor to renew his or her flight instructor certificate. Instead, the rule would call for the flight instructor to meet and demonstrate recent experience requirements to exercise the privileges of his or her certificate.",Fall_2018
Deregulatory,"This rulemaking would propose updates and additions to the noise certification rules to accommodate noise certification of new civil supersonic aircraft. The current noise regulations are limited in applicability to subsonic aircraft and the Concorde. These regulations must be amended to broaden their applicability, provide definitions, and adopt noise levels and test requirements that would apply to new design supersonic aircraft.",Fall_2018
Deregulatory,"Current regulations prohibit overland supersonic civil flights in the United States, but allow flights for the test and development of new aircraft by means of an authorization. The criteria for such authorizations were developed in the 1970s and placed in an appendix to the operating regulations. With renewed interest in supersonic aircraft development, the FAA is proposing to modernize these authorizations by specifically describing the application criteria, providing increased clarity, and designating the contact office within the FAA for applications and information.",Fall_2018
Deregulatory,"This rulemaking would propose changes to the regulation that requires all crewmembers to have the manual or appropriate parts of it accessible when performing assigned duties. Specifically, it would address extenuating circumstances when a flightcrew member or flight attendant may not have their manual available, with specific conditions and limitations to allow the flight to continue. This action will provide options that air carriers may implement to reduce delays and cancellations caused by a crewmember who does not have their manual available, without a reduction in safety.",Fall_2018
Deregulatory,This rulemaking would propose alternatives for air carriers conducting supplemental operations to make manuals available in electronic format at locations away from the principal place of operations.,Fall_2018
Regulatory,"This rulemaking would require certain airport certificate holders to develop, implement, maintain, and adhere to a safety management system (SMS) for its aviation related activities. An SMS is a formalized approach to managing safety by developing an organization-wide safety policy, developing formal methods of identifying hazards, analyzing and mitigating risk, developing methods for ensuring continuous safety improvement, and creating organization-wide safety promotion strategies.",Fall_2018
